case,n_F,AverageVel_x,AverageVel_y,AverageVel_z,LatticeViscosity,GradPx,Permeability_x,Permeability_y,Permeability_z
230,0.786608,2.84901E-06,3.01877E-06,2.89582E-06,0.166667,2.51256E-07,1.88985,2.00245,1.92089
231,0.785319,2.90988E-06,2.97923E-06,2.87507E-06,0.166667,2.51256E-07,1.93022,1.97622,1.90713
232,0.786217625,2.98602E-06,2.9336E-06,2.72722E-06,0.166667,2.51256E-07,1.98073,1.94596,1.80906
233,0.772393125,2.48699E-06,2.61539E-06,2.57297E-06,0.166667,2.51256E-07,1.6497,1.73488,1.70674
234,0.775179375,2.58784E-06,2.71333E-06,2.6255E-06,0.166667,2.51256E-07,1.7166,1.79984,1.74158
235,0.777160125,2.73852E-06,2.70322E-06,2.77871E-06,0.166667,2.51256E-07,1.81655,1.79314,1.84321
236,0.77723325,2.64286E-06,2.65636E-06,2.70589E-06,0.166667,2.51256E-07,1.7531,1.76205,1.79491
237,0.774769625,2.55407E-06,2.60231E-06,2.63562E-06,0.166667,2.51256E-07,1.6942,1.7262,1.7483
238,0.77308825,2.53983E-06,2.57079E-06,2.59427E-06,0.166667,2.51256E-07,1.68475,1.70529,1.72087
239,0.770127625,2.4953E-06,2.51049E-06,2.54696E-06,0.166667,2.51256E-07,1.65522,1.66529,1.68948
240,0.772649875,2.57748E-06,2.5764E-06,2.5401E-06,0.166667,2.51256E-07,1.70973,1.70901,1.68493
241,0.783522375,2.90113E-06,2.84421E-06,2.8658E-06,0.166667,2.51256E-07,1.92442,1.88666,1.90098
242,0.773068875000001,2.5112E-06,2.67073E-06,2.67697E-06,0.166667,2.51256E-07,1.66577,1.77159,1.77572
243,0.775429875,2.60231E-06,2.72148E-06,2.7383E-06,0.166667,2.51256E-07,1.7262,1.80525,1.8164
244,0.77744975,2.70517E-06,2.69829E-06,2.79881E-06,0.166667,2.51256E-07,1.79443,1.78986,1.85654
245,0.779431875,3.57251E-06,4.2814E-06,2.57215E-06,0.166667,2.51256E-07,2.36977,2.84,1.70619
246,0.760191375,2.25659E-06,2.62245E-06,2.21438E-06,0.166667,2.51256E-07,1.49687,1.73956,1.46887
247,0.758535125,2.23824E-06,2.3429E-06,2.25343E-06,0.166667,2.51256E-07,1.4847,1.55412,1.49478
248,0.7660885,2.30414E-06,2.55844E-06,2.32512E-06,0.166667,2.51256E-07,1.52841,1.6971,1.54233
249,0.776075125,2.74053E-06,2.81984E-06,2.60252E-06,0.166667,2.51256E-07,1.81789,1.87049,1.72634
250,0.781604125,3.03121E-06,2.89603E-06,2.80668E-06,0.166667,2.51256E-07,2.01071,1.92104,1.86176
251,0.783548375,2.91901E-06,2.9057E-06,2.97243E-06,0.166667,2.51256E-07,1.93628,1.92745,1.97171
252,0.777298124999999,2.68147E-06,2.68999E-06,2.7445E-06,0.166667,2.51256E-07,1.77871,1.78436,1.82052
253,0.778743375,2.74855E-06,2.70554E-06,2.76841E-06,0.166667,2.51256E-07,1.82321,1.79467,1.83638
254,0.778144,2.75532E-06,2.59355E-06,2.75484E-06,0.166667,2.51256E-07,1.8277,1.72039,1.82738
255,0.779867875,3.95548E-06,4.217E-06,2.5564E-06,0.166667,2.51256E-07,2.6238,2.79727,1.69574
256,0.766010375,2.76806E-06,2.54102E-06,2.41859E-06,0.166667,2.51256E-07,1.83615,1.68554,1.60433
257,0.771206875,2.71979E-06,2.62217E-06,2.45657E-06,0.166667,2.51256E-07,1.80412,1.73937,1.62952
258,0.76000825,2.28908E-06,2.28472E-06,2.24797E-06,0.166667,2.51256E-07,1.51842,1.51553,1.49115
259,0.781451125,3.11956E-06,3.00877E-06,2.71403E-06,0.166667,2.51256E-07,2.06931,1.99582,1.80031
260,0.789863375,3.5063E-06,3.23753E-06,2.92947E-06,0.166667,2.51256E-07,2.32585,2.14756,1.94321
261,0.793702625,3.39231E-06,3.20702E-06,3.15673E-06,0.166667,2.51256E-07,2.25023,2.12733,2.09397
262,0.7840235,2.84543E-06,2.91739E-06,2.72087E-06,0.166667,2.51256E-07,1.88747,1.9352,1.80484
263,0.787076374999999,2.97521E-06,2.95305E-06,2.79899E-06,0.166667,2.51256E-07,1.97356,1.95886,1.85666
264,0.786695875,2.94746E-06,2.94569E-06,2.9501E-06,0.166667,2.51256E-07,1.95515,1.95398,1.9569
265,0.784106,4.1307E-06,4.62022E-06,2.64345E-06,0.166667,2.51256E-07,2.74003,3.06474,1.75349
266,0.77664425,3.52042E-06,3.08321E-06,2.81396E-06,0.166667,2.51256E-07,2.33521,2.04519,1.86659
267,0.777922125,3.12407E-06,2.85822E-06,2.62058E-06,0.166667,2.51256E-07,2.0723,1.89595,1.73832
268,0.782427875,3.17657E-06,3.03936E-06,2.71219E-06,0.166667,2.51256E-07,2.10712,2.01611,1.79909
269,0.760287875,2.30851E-06,2.3252E-06,2.26926E-06,0.166667,2.51256E-07,1.53131,1.54238,1.50528
270,0.791614625,3.50754E-06,3.42957E-06,2.9554E-06,0.166667,2.51256E-07,2.32667,2.27495,1.96042
271,0.793871625,3.37414E-06,3.32601E-06,2.99513E-06,0.166667,2.51256E-07,2.23818,2.20625,1.98677
272,0.78649325,2.96074E-06,2.95422E-06,2.70192E-06,0.166667,2.51256E-07,1.96396,1.95963,1.79227
273,0.78972525,3.02388E-06,3.03298E-06,2.85048E-06,0.166667,2.51256E-07,2.00584,2.01187,1.89082
274,0.787377375,2.91217E-06,3.03402E-06,2.9858E-06,0.166667,2.51256E-07,1.93174,2.01256,1.98058
275,0.78666625,4.54969E-06,5.35519E-06,2.67422E-06,0.166667,2.51256E-07,3.01796,3.55228,1.7739
276,0.778995375000001,3.52359E-06,3.22343E-06,2.8462E-06,0.166667,2.51256E-07,2.33731,2.13821,1.88798
277,0.780759875,3.14681E-06,2.96749E-06,2.72644E-06,0.166667,2.51256E-07,2.08739,1.96843,1.80854
278,0.780803625,2.7763E-06,2.74751E-06,2.77574E-06,0.166667,2.51256E-07,1.84161,1.82251,1.84124
279,0.7862925,2.9201E-06,3.01885E-06,2.97924E-06,0.166667,2.51256E-07,1.937,2.0025,1.97623
280,0.76116175,2.31595E-06,2.36689E-06,2.29352E-06,0.166667,2.51256E-07,1.53625,1.57004,1.52137
281,0.78763125,2.98502E-06,3.05891E-06,2.9242E-06,0.166667,2.51256E-07,1.98006,2.02907,1.93972
282,0.78987025,3.05066E-06,3.28757E-06,2.8607E-06,0.166667,2.51256E-07,2.0236,2.18075,1.8976
283,0.79071975,3.01017E-06,3.3853E-06,2.95127E-06,0.166667,2.51256E-07,1.99674,2.24558,1.95768
284,0.787771,2.86365E-06,3.35551E-06,3.01898E-06,0.166667,2.51256E-07,1.89956,2.22582,2.00259
285,0.79307125,5.23029E-06,7.67654E-06,2.85966E-06,0.166667,2.51256E-07,3.46942,5.0921,1.89691
286,0.768482875,2.56034E-06,2.59229E-06,2.47032E-06,0.166667,2.51256E-07,1.69836,1.71955,1.63865
287,0.772956125,2.5914E-06,2.63021E-06,2.5513E-06,0.166667,2.51256E-07,1.71896,1.74471,1.69236
288,0.779591,2.74617E-06,2.83836E-06,2.84499E-06,0.166667,2.51256E-07,1.82162,1.88278,1.88718
289,0.783016875,2.80562E-06,2.97745E-06,2.96657E-06,0.166667,2.51256E-07,1.86106,1.97504,1.96783
290,0.783215,2.85661E-06,3.00901E-06,2.80149E-06,0.166667,2.51256E-07,1.89488,1.99598,1.85832
291,0.760843125,2.24587E-06,2.3991E-06,2.37137E-06,0.166667,2.51256E-07,1.48976,1.59141,1.57301
292,0.785324875,2.91727E-06,2.96801E-06,2.81501E-06,0.166667,2.51256E-07,1.93512,1.96878,1.86729
293,0.783665000000001,2.84568E-06,2.9155E-06,2.85625E-06,0.166667,2.51256E-07,1.88764,1.93395,1.89465
294,0.780202124999999,2.72187E-06,2.89947E-06,2.86504E-06,0.166667,2.51256E-07,1.80551,1.92331,1.90048
295,0.768018,2.46652E-06,2.5174E-06,2.50786E-06,0.166667,2.51256E-07,1.63613,1.66988,1.66355
296,0.768309125,2.49279E-06,2.51565E-06,2.40769E-06,0.166667,2.51256E-07,1.65355,1.66872,1.5971
297,0.774035875,2.71458E-06,2.65936E-06,2.72393E-06,0.166667,2.51256E-07,1.80067,1.76404,1.80687
298,0.7776085,2.77095E-06,2.71488E-06,2.7651E-06,0.166667,2.51256E-07,1.83807,1.80087,1.83418
299,0.779141625,2.71013E-06,2.76116E-06,2.74531E-06,0.166667,2.51256E-07,1.79772,1.83157,1.82106
300,0.778613875,2.66734E-06,2.70449E-06,2.61396E-06,0.166667,2.51256E-07,1.76934,1.79398,1.73392
301,0.7774155,2.66227E-06,2.75671E-06,2.70956E-06,0.166667,2.51256E-07,1.76597,1.82862,1.79734
302,0.763216,2.28461E-06,2.36023E-06,2.48746E-06,0.166667,2.51256E-07,1.51546,1.56562,1.65001
303,0.778775875,2.68007E-06,2.90456E-06,2.88042E-06,0.166667,2.51256E-07,1.77778,1.92669,1.91068
304,0.75613475,2.08601E-06,2.48502E-06,2.14504E-06,0.166667,2.51256E-07,1.38372,1.6484,1.42287
305,0.76007625,2.21657E-06,2.37574E-06,2.2191E-06,0.166667,2.51256E-07,1.47033,1.57591,1.472
306,0.76556925,2.33895E-06,2.40288E-06,2.34862E-06,0.166667,2.51256E-07,1.55151,1.59391,1.55792
307,0.773861375,2.54654E-06,2.62817E-06,2.60568E-06,0.166667,2.51256E-07,1.6892,1.74335,1.72843
308,0.77338625,2.57187E-06,2.61507E-06,2.54006E-06,0.166667,2.51256E-07,1.70601,1.73466,1.6849
309,0.767714625,2.43655E-06,2.4861E-06,2.37424E-06,0.166667,2.51256E-07,1.61624,1.64911,1.57491
310,0.769936375,2.42761E-06,2.51163E-06,2.53377E-06,0.166667,2.51256E-07,1.61031,1.66605,1.68074
311,0.7729445,2.61398E-06,2.67078E-06,2.63835E-06,0.166667,2.51256E-07,1.73394,1.77162,1.75011
312,0.788988249999999,4.1409E-06,6.89366E-06,3.16633E-06,0.166667,2.51256E-07,2.7468,4.57279,2.10033
313,0.76577,2.43359E-06,2.43525E-06,2.52763E-06,0.166667,2.51256E-07,1.61428,1.61538,1.67666
314,0.758304375,2.12885E-06,2.34412E-06,2.208E-06,0.166667,2.51256E-07,1.41214,1.55493,1.46464
315,0.767536125,2.31813E-06,2.45547E-06,2.39161E-06,0.166667,2.51256E-07,1.5377,1.6288,1.58644
316,0.773086375,2.46145E-06,2.58671E-06,2.55299E-06,0.166667,2.51256E-07,1.63276,1.71585,1.69348
317,0.779074625,2.63566E-06,2.71869E-06,2.80817E-06,0.166667,2.51256E-07,1.74832,1.8034,1.86275
318,0.77821125,2.57823E-06,2.66862E-06,2.73505E-06,0.166667,2.51256E-07,1.71023,1.77019,1.81425
319,0.776773125,2.51576E-06,2.78219E-06,2.74361E-06,0.166667,2.51256E-07,1.66879,1.84552,1.81993
320,0.778045250000001,2.60439E-06,2.87016E-06,2.88139E-06,0.166667,2.51256E-07,1.72758,1.90387,1.91132
321,0.782811375,2.82926E-06,2.872E-06,2.91261E-06,0.166667,2.51256E-07,1.87674,1.90509,1.93203
322,0.795040375000001,4.76079E-06,9.49429E-06,3.19384E-06,0.166667,2.51256E-07,3.15799,6.29788,2.11858
323,0.765835,2.27111E-06,2.61546E-06,2.32558E-06,0.166667,2.51256E-07,1.5065,1.73492,1.54264
324,0.767357499999999,3.0357E-06,3.04655E-06,2.43809E-06,0.166667,2.51256E-07,2.01368,2.02088,1.61727
325,0.77497675,2.43699E-06,2.69309E-06,2.56121E-06,0.166667,2.51256E-07,1.61654,1.78642,1.69894
326,0.77990775,2.5821E-06,2.76837E-06,2.67359E-06,0.166667,2.51256E-07,1.7128,1.83635,1.77348
327,0.78395,2.70781E-06,2.85997E-06,2.83632E-06,0.166667,2.51256E-07,1.79618,1.89711,1.88143
328,0.783953125,2.70376E-06,2.81769E-06,2.87397E-06,0.166667,2.51256E-07,1.7935,1.86907,1.9064
329,0.78058875,2.66051E-06,2.77909E-06,2.86216E-06,0.166667,2.51256E-07,1.76481,1.84346,1.89856
330,0.779011624999999,2.68277E-06,2.76531E-06,2.84466E-06,0.166667,2.51256E-07,1.77957,1.83432,1.88696
331,0.77981125,2.71294E-06,2.71339E-06,2.77773E-06,0.166667,2.51256E-07,1.79959,1.79988,1.84256
332,0.768103,2.37651E-06,2.65617E-06,2.38799E-06,0.166667,2.51256E-07,1.57642,1.76192,1.58403
333,0.77549825,2.45899E-06,2.69111E-06,2.55902E-06,0.166667,2.51256E-07,1.63113,1.7851,1.69748
334,0.681111625,1.10654E-06,1.3432E-06,1.34413E-06,0.166667,2.51256E-07,0.734004,0.890988,0.891604
335,0.694273625,1.23567E-06,1.5347E-06,1.46191E-06,0.166667,2.51256E-07,0.819663,1.01802,0.969735
336,0.709505125,1.27387E-06,1.69504E-06,1.62708E-06,0.166667,2.51256E-07,0.845001,1.12437,1.0793
337,0.7115245,1.31133E-06,1.69472E-06,1.73833E-06,0.166667,2.51256E-07,0.86985,1.12417,1.15309
338,0.711911625,1.34984E-06,1.64804E-06,1.78586E-06,0.166667,2.51256E-07,0.895392,1.0932,1.18462
339,0.700294875,1.24201E-06,1.61448E-06,1.56738E-06,0.166667,2.51256E-07,0.823866,1.07094,1.0397
340,0.7183035,1.42569E-06,1.7699E-06,1.799E-06,0.166667,2.51256E-07,0.94571,1.17403,1.19334
341,0.71943225,1.4712E-06,1.83429E-06,1.78826E-06,0.166667,2.51256E-07,0.975897,1.21675,1.18621
342,0.716650625,1.48117E-06,2.00974E-06,1.8383E-06,0.166667,2.51256E-07,0.982509,1.33313,1.21941
343,0.716890875,1.52988E-06,1.9021E-06,2.02839E-06,0.166667,2.51256E-07,1.01482,1.26172,1.3455
344,0.71223725,1.4573E-06,1.73875E-06,1.82927E-06,0.166667,2.51256E-07,0.966676,1.15337,1.21341
345,0.7190085,1.48888E-06,1.85229E-06,1.87363E-06,0.166667,2.51256E-07,0.987623,1.22868,1.24284
346,0.694147,1.20024E-06,1.4661E-06,1.4383E-06,0.166667,2.51256E-07,0.796162,0.972516,0.954074
347,0.723108875,1.57864E-06,1.87204E-06,1.97845E-06,0.166667,2.51256E-07,1.04717,1.24179,1.31237
348,0.722523,1.55633E-06,1.77113E-06,1.935E-06,0.166667,2.51256E-07,1.03236,1.17485,1.28355
349,0.706145125,1.32601E-06,1.74545E-06,1.62715E-06,0.166667,2.51256E-07,0.879588,1.15782,1.07934
350,0.724646875,1.53751E-06,1.84052E-06,1.9844E-06,0.166667,2.51256E-07,1.01988,1.22088,1.31632
351,0.722747375,1.50718E-06,1.86743E-06,1.81467E-06,0.166667,2.51256E-07,0.999761,1.23873,1.20373
352,0.718421,1.51073E-06,1.9398E-06,1.8473E-06,0.166667,2.51256E-07,1.00212,1.28673,1.22537
353,0.721514125,1.59122E-06,1.92094E-06,2.14707E-06,0.166667,2.51256E-07,1.05551,1.27423,1.42423
354,0.71763225,1.49533E-06,1.79436E-06,1.99015E-06,0.166667,2.51256E-07,0.991902,1.19026,1.32013
355,0.723692875,1.56118E-06,1.93904E-06,1.95345E-06,0.166667,2.51256E-07,1.03559,1.28623,1.29579
356,0.7281845,1.69978E-06,1.91545E-06,2.08495E-06,0.166667,2.51256E-07,1.12752,1.27058,1.38302
357,0.692332125,1.18618E-06,1.42059E-06,1.4648E-06,0.166667,2.51256E-07,0.78683,0.942323,0.971649
358,0.7275305,1.64163E-06,1.86343E-06,2.01875E-06,0.166667,2.51256E-07,1.08895,1.23607,1.33911
359,0.71061325,1.36236E-06,1.80256E-06,1.67705E-06,0.166667,2.51256E-07,0.9037,1.1957,1.11245
360,0.728326125,1.55752E-06,1.9474E-06,2.13525E-06,0.166667,2.51256E-07,1.03315,1.29178,1.41638
361,0.724858249999999,1.54982E-06,1.93041E-06,1.926E-06,0.166667,2.51256E-07,1.02805,1.2805,1.27758
362,0.719618875,1.55622E-06,1.88148E-06,1.8088E-06,0.166667,2.51256E-07,1.03229,1.24805,1.19984
363,0.71630825,1.4781E-06,1.81209E-06,1.82702E-06,0.166667,2.51256E-07,0.980471,1.20202,1.21192
364,0.710756,1.37196E-06,1.77386E-06,1.74154E-06,0.166667,2.51256E-07,0.910068,1.17666,1.15522
365,0.726634749999999,1.55699E-06,2.05497E-06,2.07229E-06,0.166667,2.51256E-07,1.0328,1.36313,1.37462
366,0.730380375,1.71532E-06,2.10787E-06,2.22007E-06,0.166667,2.51256E-07,1.13783,1.39822,1.47265
367,0.73119325,1.68796E-06,2.06819E-06,2.15027E-06,0.166667,2.51256E-07,1.11968,1.3719,1.42635
368,0.689371875,1.1735E-06,1.60759E-06,1.44613E-06,0.166667,2.51256E-07,0.778424,1.06637,0.959268
369,0.70974175,1.3478E-06,1.79671E-06,1.68601E-06,0.166667,2.51256E-07,0.894042,1.19182,1.11838
370,0.729368749999999,1.59391E-06,2.01852E-06,2.18381E-06,0.166667,2.51256E-07,1.05729,1.33895,1.44859
371,0.723991625,1.54311E-06,1.88622E-06,1.9407E-06,0.166667,2.51256E-07,1.0236,1.25119,1.28733
372,0.718961375,1.44737E-06,1.77702E-06,1.78426E-06,0.166667,2.51256E-07,0.960091,1.17876,1.18356
373,0.715416125,1.40145E-06,1.78231E-06,1.74854E-06,0.166667,2.51256E-07,0.929629,1.18226,1.15986
374,0.713432,1.38181E-06,1.79457E-06,1.76424E-06,0.166667,2.51256E-07,0.916602,1.1904,1.17028
375,0.723734999999999,1.43801E-06,2.00316E-06,2.04805E-06,0.166667,2.51256E-07,0.953882,1.32876,1.35854
376,0.724599124999999,1.54563E-06,2.03605E-06,2.10303E-06,0.166667,2.51256E-07,1.02527,1.35058,1.39501
377,0.732239375,1.69566E-06,2.29387E-06,2.40543E-06,0.166667,2.51256E-07,1.12479,1.5216,1.5956
378,0.71240875,1.33893E-06,1.83067E-06,1.73555E-06,0.166667,2.51256E-07,0.888158,1.21435,1.15125
379,0.694181875,1.19415E-06,1.43342E-06,1.45476E-06,0.166667,2.51256E-07,0.79212,0.950834,0.964988
380,0.73612975,1.70983E-06,2.37825E-06,2.59216E-06,0.166667,2.51256E-07,1.13418,1.57757,1.71946
381,0.728506624999999,1.63073E-06,2.06516E-06,2.0516E-06,0.166667,2.51256E-07,1.08172,1.36989,1.3609
382,0.7306185,1.59654E-06,1.96215E-06,2.09035E-06,0.166667,2.51256E-07,1.05904,1.30156,1.3866
383,0.72911675,1.56548E-06,2.00751E-06,2.05767E-06,0.166667,2.51256E-07,1.03844,1.33165,1.36492
384,0.72437025,1.5185E-06,1.93227E-06,1.8292E-06,0.166667,2.51256E-07,1.00727,1.28174,1.21337
385,0.726349500000001,1.54749E-06,1.96546E-06,2.00744E-06,0.166667,2.51256E-07,1.0265,1.30376,1.3316
386,0.7285735,1.67859E-06,1.98306E-06,2.09747E-06,0.166667,2.51256E-07,1.11347,1.31543,1.39132
387,0.7365985,1.84306E-06,2.22328E-06,2.47365E-06,0.166667,2.51256E-07,1.22257,1.47477,1.64086
388,0.71455325,1.33938E-06,1.80294E-06,1.72151E-06,0.166667,2.51256E-07,0.888455,1.19595,1.14193
389,0.736382125,1.74707E-06,2.23856E-06,2.66092E-06,0.166667,2.51256E-07,1.15889,1.48491,1.76508
390,0.69210225,1.17742E-06,1.41432E-06,1.39419E-06,0.166667,2.51256E-07,0.781019,0.938166,0.924815
391,0.731846125,1.68976E-06,2.09967E-06,2.16004E-06,0.166667,2.51256E-07,1.12088,1.39278,1.43283
392,0.73405375,1.64529E-06,2.0298E-06,2.21311E-06,0.166667,2.51256E-07,1.09138,1.34643,1.46803
393,0.73178,1.63909E-06,1.98861E-06,2.08509E-06,0.166667,2.51256E-07,1.08726,1.31911,1.38311
394,0.728387,1.62745E-06,1.96455E-06,1.8534E-06,0.166667,2.51256E-07,1.07954,1.30315,1.22942
395,0.72327525,1.58936E-06,1.98348E-06,1.89876E-06,0.166667,2.51256E-07,1.05427,1.31571,1.25951
396,0.732759375000001,1.85597E-06,2.20258E-06,2.12548E-06,0.166667,2.51256E-07,1.23113,1.46104,1.4099
397,0.73486025,1.91309E-06,2.14318E-06,2.29731E-06,0.166667,2.51256E-07,1.26902,1.42164,1.52388
398,0.7159165,1.37064E-06,1.84454E-06,1.735E-06,0.166667,2.51256E-07,0.909194,1.22354,1.15089
399,0.726931125,1.59254E-06,1.86496E-06,2.11926E-06,0.166667,2.51256E-07,1.05639,1.23709,1.40577
400,0.7269335,1.56565E-06,1.96648E-06,1.99901E-06,0.166667,2.51256E-07,1.03855,1.30443,1.32601
401,0.691104,1.15672E-06,1.50302E-06,1.3541E-06,0.166667,2.51256E-07,0.767292,0.997001,0.898219
402,0.727780125,1.58385E-06,1.93839E-06,2.02915E-06,0.166667,2.51256E-07,1.05062,1.2858,1.346
403,0.7229025,1.53743E-06,1.86869E-06,1.86328E-06,0.166667,2.51256E-07,1.01983,1.23957,1.23598
404,0.72537475,1.66221E-06,2.0924E-06,1.84389E-06,0.166667,2.51256E-07,1.1026,1.38796,1.22311
405,0.688268875,1.10762E-06,1.44223E-06,1.33815E-06,0.166667,2.51256E-07,0.734719,0.956681,0.887643
406,0.690877125,1.13556E-06,1.47905E-06,1.39586E-06,0.166667,2.51256E-07,0.753256,0.981105,0.925923
407,0.699705125,1.24204E-06,1.63744E-06,1.52713E-06,0.166667,2.51256E-07,0.823888,1.08617,1.01299
408,0.681119875,1.04051E-06,1.3471E-06,1.30109E-06,0.166667,2.51256E-07,0.690207,0.893579,0.863053
409,0.7032165,1.28139E-06,1.63782E-06,1.6068E-06,0.166667,2.51256E-07,0.849988,1.08642,1.06584
410,0.705892125,1.29849E-06,1.61669E-06,1.68707E-06,0.166667,2.51256E-07,0.861334,1.07241,1.11909
411,0.68890425,1.14889E-06,1.66719E-06,1.39037E-06,0.166667,2.51256E-07,0.762098,1.1059,0.922276
412,0.7103595,1.35336E-06,1.66991E-06,1.68354E-06,0.166667,2.51256E-07,0.897726,1.10771,1.11675
413,0.709595125,1.36773E-06,1.63342E-06,1.66281E-06,0.166667,2.51256E-07,0.90726,1.0835,1.103
414,0.70682325,1.34876E-06,1.66147E-06,1.65779E-06,0.166667,2.51256E-07,0.894681,1.10211,1.09967
415,0.708164,1.34969E-06,1.68192E-06,1.83918E-06,0.166667,2.51256E-07,0.895295,1.11567,1.21999
416,0.703295625,1.3056E-06,1.65779E-06,1.65942E-06,0.166667,2.51256E-07,0.866049,1.09967,1.10075
417,0.703113625,1.24169E-06,1.68721E-06,1.61861E-06,0.166667,2.51256E-07,0.823653,1.11919,1.07368
418,0.7125615,1.38444E-06,1.81847E-06,1.83983E-06,0.166667,2.51256E-07,0.918342,1.20625,1.22042
419,0.673668250000001,9.48606E-07,1.27266E-06,1.21273E-06,0.166667,2.51256E-07,0.629242,0.8442,0.804447
420,0.719483125,1.56316E-06,1.81023E-06,1.89954E-06,0.166667,2.51256E-07,1.0369,1.20079,1.26003
421,0.691924875,1.10273E-06,1.54746E-06,1.46149E-06,0.166667,2.51256E-07,0.73148,1.02648,0.969454
422,0.72331375,1.60495E-06,1.83001E-06,1.9264E-06,0.166667,2.51256E-07,1.06462,1.2139,1.27784
423,0.7253315,1.57796E-06,1.82074E-06,1.88862E-06,0.166667,2.51256E-07,1.04671,1.20775,1.25278
424,0.718036875,1.51984E-06,1.77383E-06,1.77857E-06,0.166667,2.51256E-07,1.00816,1.17664,1.17978
425,0.71830925,1.5319E-06,1.78997E-06,1.9818E-06,0.166667,2.51256E-07,1.01616,1.18735,1.31459
426,0.710327625,1.39911E-06,1.68323E-06,1.75686E-06,0.166667,2.51256E-07,0.928076,1.11655,1.16538
427,0.712546375,1.43593E-06,1.76748E-06,1.64263E-06,0.166667,2.51256E-07,0.952503,1.17243,1.08961
428,0.71371,1.38473E-06,1.75142E-06,1.75818E-06,0.166667,2.51256E-07,0.918539,1.16177,1.16626
429,0.728522375,1.72962E-06,2.16515E-06,1.89012E-06,0.166667,2.51256E-07,1.14731,1.43621,1.25378
430,0.67951825,1.06757E-06,1.39416E-06,1.35177E-06,0.166667,2.51256E-07,0.708155,0.924792,0.896675
431,0.706763375,1.48039E-06,1.75832E-06,1.59851E-06,0.166667,2.51256E-07,0.981995,1.16636,1.06034
432,0.734411,1.80865E-06,2.3969E-06,1.98759E-06,0.166667,2.51256E-07,1.19974,1.58994,1.31844
433,0.733228875,1.69975E-06,2.19228E-06,1.91887E-06,0.166667,2.51256E-07,1.1275,1.45421,1.27285
434,0.7205745,1.58251E-06,1.75397E-06,1.72546E-06,0.166667,2.51256E-07,1.04973,1.16347,1.14456
435,0.72535,1.60867E-06,1.88333E-06,1.96672E-06,0.166667,2.51256E-07,1.06708,1.24927,1.30459
436,0.715293125,1.46309E-06,1.74766E-06,1.73838E-06,0.166667,2.51256E-07,0.970516,1.15928,1.15312
437,0.7235555,1.59049E-06,2.31564E-06,1.8002E-06,0.166667,2.51256E-07,1.05502,1.53604,1.19413
438,0.713832125,1.43151E-06,1.70287E-06,1.71638E-06,0.166667,2.51256E-07,0.949571,1.12957,1.13853
439,0.728277625,1.74908E-06,1.98159E-06,1.88382E-06,0.166667,2.51256E-07,1.16022,1.31446,1.2496
440,0.722132375,1.7804E-06,2.66509E-06,1.94915E-06,0.166667,2.51256E-07,1.181,1.76784,1.29294
441,0.6785015,1.01644E-06,1.34455E-06,1.27514E-06,0.166667,2.51256E-07,0.67424,0.891882,0.845843
442,0.737360375,1.85356E-06,2.33546E-06,2.05978E-06,0.166667,2.51256E-07,1.22953,1.54919,1.36632
443,0.738791625,1.78172E-06,2.27639E-06,2.05091E-06,0.166667,2.51256E-07,1.18187,1.51001,1.36044
444,0.725509,1.66103E-06,1.8255E-06,1.81395E-06,0.166667,2.51256E-07,1.10182,1.21092,1.20325
445,0.733135124999999,1.69479E-06,2.2395E-06,2.02767E-06,0.166667,2.51256E-07,1.12421,1.48553,1.34502
446,0.729333,1.62818E-06,2.28425E-06,1.92777E-06,0.166667,2.51256E-07,1.08003,1.51522,1.27875
447,0.72618525,1.55751E-06,2.17893E-06,1.91112E-06,0.166667,2.51256E-07,1.03315,1.44536,1.26771
448,0.721885375,1.53606E-06,1.81891E-06,1.79865E-06,0.166667,2.51256E-07,1.01892,1.20654,1.1931
449,0.7348185,1.82919E-06,2.01148E-06,2.24593E-06,0.166667,2.51256E-07,1.21337,1.33428,1.4898
450,0.72553875,1.74967E-06,2.4307E-06,2.03135E-06,0.166667,2.51256E-07,1.16061,1.61237,1.34746
451,0.743331375,2.02432E-06,2.27165E-06,2.7179E-06,0.166667,2.51256E-07,1.3428,1.50686,1.80287
452,0.676538375,1.0465E-06,1.3491E-06,1.24343E-06,0.166667,2.51256E-07,0.694177,0.894904,0.824807
453,0.738597375,1.85443E-06,2.20152E-06,2.17252E-06,0.166667,2.51256E-07,1.2301,1.46034,1.44111
454,0.741185875,1.85796E-06,2.20106E-06,2.16858E-06,0.166667,2.51256E-07,1.23245,1.46003,1.43849
455,0.746224625,1.85394E-06,2.59097E-06,2.32174E-06,0.166667,2.51256E-07,1.22978,1.71868,1.54008
456,0.737632875000001,1.70541E-06,2.5476E-06,2.03557E-06,0.166667,2.51256E-07,1.13125,1.68991,1.35026
457,0.723299625,1.59353E-06,1.83295E-06,1.94747E-06,0.166667,2.51256E-07,1.05704,1.21586,1.29182
458,0.727003625,1.68285E-06,1.87176E-06,1.93016E-06,0.166667,2.51256E-07,1.11629,1.2416,1.28034
459,0.738356125,1.92125E-06,2.12683E-06,2.39045E-06,0.166667,2.51256E-07,1.27443,1.4108,1.58566
460,0.71707175,1.58793E-06,1.77488E-06,1.80378E-06,0.166667,2.51256E-07,1.05333,1.17733,1.19651
461,0.743651625,2.00208E-06,2.40422E-06,2.83974E-06,0.166667,2.51256E-07,1.32805,1.5948,1.88369
