case,n_F,AverageVel_x,AverageVel_y,AverageVel_z,LatticeViscosity,GradPx,Permeability_x,Permeability_y,Permeability_z
462,0.739254375000001,1.87862E-06,2.32087E-06,2.21791E-06,0.166667,2.51256E-07,1.24615,1.53951,1.47122
463,0.67777175,1.04055E-06,1.38355E-06,1.22182E-06,0.166667,2.51256E-07,0.690229,0.917752,0.810474
464,0.744855375000001,1.90381E-06,2.33991E-06,2.27719E-06,0.166667,2.51256E-07,1.26286,1.55214,1.51053
465,0.73721975,1.77456E-06,2.04493E-06,2.21163E-06,0.166667,2.51256E-07,1.17712,1.35647,1.46705
466,0.732294,1.66562E-06,2.02336E-06,2.01984E-06,0.166667,2.51256E-07,1.10486,1.34216,1.33983
467,0.720826375,1.57506E-06,1.91348E-06,1.83523E-06,0.166667,2.51256E-07,1.04479,1.26927,1.21737
468,0.726085875,1.72793E-06,1.98209E-06,1.96135E-06,0.166667,2.51256E-07,1.14619,1.31479,1.30103
469,0.7292425,1.80421E-06,1.93108E-06,2.14535E-06,0.166667,2.51256E-07,1.19679,1.28095,1.42308
470,0.719981125,1.56043E-06,1.9367E-06,1.81501E-06,0.166667,2.51256E-07,1.03508,1.28468,1.20396
471,0.729808,1.70259E-06,1.99217E-06,2.16765E-06,0.166667,2.51256E-07,1.12938,1.32147,1.43788
472,0.731567375,1.69612E-06,2.11417E-06,2.04944E-06,0.166667,2.51256E-07,1.12509,1.4024,1.35946
473,0.737546875000001,1.79831E-06,2.25642E-06,2.17225E-06,0.166667,2.51256E-07,1.19288,1.49676,1.44092
474,0.677512625,1.02496E-06,1.35124E-06,1.26952E-06,0.166667,2.51256E-07,0.679892,0.89632,0.842112
475,0.727901625,1.68998E-06,2.02294E-06,1.94485E-06,0.166667,2.51256E-07,1.12102,1.34188,1.29008
476,0.722728125,1.62263E-06,1.87856E-06,1.85448E-06,0.166667,2.51256E-07,1.07635,1.24611,1.23014
477,0.685341375,1.10248E-06,1.45484E-06,1.21376E-06,0.166667,2.51256E-07,0.731311,0.965047,0.805127
478,0.688609,1.05105E-06,1.46099E-06,1.3788E-06,0.166667,2.51256E-07,0.697199,0.96912,0.914604
479,0.695083,1.17348E-06,1.51387E-06,1.45206E-06,0.166667,2.51256E-07,0.778408,1.0042,0.963201
480,0.698540749999999,1.3134E-06,1.55252E-06,1.39502E-06,0.166667,2.51256E-07,0.871222,1.02984,0.92536
481,0.70966675,1.35881E-06,1.85946E-06,1.64419E-06,0.166667,2.51256E-07,0.901343,1.23344,1.09064
482,0.711961750000001,1.47412E-06,1.83011E-06,1.74748E-06,0.166667,2.51256E-07,0.977831,1.21397,1.15916
483,0.712264,1.4655E-06,1.76726E-06,1.71355E-06,0.166667,2.51256E-07,0.972116,1.17228,1.13666
484,0.714214125,1.46134E-06,1.78349E-06,1.71429E-06,0.166667,2.51256E-07,0.969359,1.18305,1.13715
485,0.676974375,1.01615E-06,1.29391E-06,1.3142E-06,0.166667,2.51256E-07,0.674043,0.858291,0.871756
486,0.71508175,1.48969E-06,1.71751E-06,1.76607E-06,0.166667,2.51256E-07,0.988163,1.13928,1.17149
487,0.695553125000001,1.15039E-06,1.52437E-06,1.45303E-06,0.166667,2.51256E-07,0.763094,1.01117,0.963845
488,0.701165625,1.2165E-06,1.55999E-06,1.58086E-06,0.166667,2.51256E-07,0.806946,1.03479,1.04864
489,0.704287625,1.33081E-06,1.60304E-06,1.65865E-06,0.166667,2.51256E-07,0.882771,1.06335,1.10024
490,0.691831875,1.17101E-06,1.47423E-06,1.54624E-06,0.166667,2.51256E-07,0.776769,0.977904,1.02567
491,0.713688750000001,1.42232E-06,1.6981E-06,1.74658E-06,0.166667,2.51256E-07,0.943473,1.12641,1.15857
492,0.7130895,1.42892E-06,1.65203E-06,1.71747E-06,0.166667,2.51256E-07,0.947847,1.09585,1.13925
493,0.7118095,1.40211E-06,1.78342E-06,1.67785E-06,0.166667,2.51256E-07,0.930066,1.183,1.11297
494,0.7081,1.38421E-06,1.68554E-06,1.63501E-06,0.166667,2.51256E-07,0.918195,1.11807,1.08455
495,0.709605375,1.3995E-06,1.67043E-06,1.65571E-06,0.166667,2.51256E-07,0.928336,1.10805,1.09829
496,0.641381,8.2104E-07,9.88034E-07,8.64665E-07,0.166667,2.51256E-07,0.544623,0.655396,0.573561
497,0.645831375,8.16148E-07,9.7043E-07,9.64982E-07,0.166667,2.51256E-07,0.541378,0.643719,0.640105
498,0.67039325,1.0495E-06,1.17122E-06,1.13977E-06,0.166667,2.51256E-07,0.696171,0.77691,0.756045
499,0.681358875,1.07389E-06,1.2645E-06,1.25721E-06,0.166667,2.51256E-07,0.71235,0.838787,0.833947
500,0.686685,1.07743E-06,1.32837E-06,1.41441E-06,0.166667,2.51256E-07,0.714698,0.881149,0.938228
501,0.693376625,1.1232E-06,1.43954E-06,1.61684E-06,0.166667,2.51256E-07,0.745057,0.954894,1.0725
502,0.692282625,1.12755E-06,1.49837E-06,1.52912E-06,0.166667,2.51256E-07,0.747942,0.993922,1.01432
503,0.69734425,1.23932E-06,1.64096E-06,1.65198E-06,0.166667,2.51256E-07,0.822082,1.0885,1.09581
504,0.6957595,1.29841E-06,1.5942E-06,1.64767E-06,0.166667,2.51256E-07,0.861279,1.05748,1.09296
505,0.692245,1.19571E-06,1.44781E-06,1.52918E-06,0.166667,2.51256E-07,0.793153,0.960381,1.01435
506,0.68833575,1.12312E-06,1.34188E-06,1.41791E-06,0.166667,2.51256E-07,0.745005,0.890117,0.940544
507,0.68647375,1.26551E-06,1.35722E-06,1.36721E-06,0.166667,2.51256E-07,0.839453,0.900292,0.906919
508,0.654979125,8.52684E-07,1.0194E-06,1.01857E-06,0.166667,2.51256E-07,0.565613,0.676201,0.675648
509,0.69843425,1.39944E-06,1.4645E-06,1.52594E-06,0.166667,2.51256E-07,0.928298,0.971454,1.01221
510,0.69590575,1.29843E-06,1.43017E-06,1.49692E-06,0.166667,2.51256E-07,0.861293,0.948676,0.992955
511,0.6944545,1.16474E-06,1.45629E-06,1.60561E-06,0.166667,2.51256E-07,0.772612,0.966009,1.06506
512,0.69043625,1.04919E-06,1.43508E-06,1.54996E-06,0.166667,2.51256E-07,0.69596,0.951937,1.02814
513,0.69048775,1.12059E-06,1.48382E-06,1.53261E-06,0.166667,2.51256E-07,0.743324,0.98427,1.01663
514,0.695905,1.26078E-06,1.54625E-06,1.6277E-06,0.166667,2.51256E-07,0.836315,1.02568,1.07971
515,0.693496625,1.22568E-06,1.46054E-06,1.56987E-06,0.166667,2.51256E-07,0.813033,0.968828,1.04134
516,0.68480475,1.12515E-06,1.29163E-06,1.41542E-06,0.166667,2.51256E-07,0.746349,0.856782,0.938892
517,0.69501875,1.33439E-06,1.45897E-06,1.53706E-06,0.166667,2.51256E-07,0.885148,0.967783,1.01959
518,0.70471625,1.50509E-06,1.59234E-06,1.65686E-06,0.166667,2.51256E-07,0.998374,1.05625,1.09905
519,0.66418775,8.60348E-07,1.13388E-06,1.08709E-06,0.166667,2.51256E-07,0.570698,0.752142,0.721104
520,0.70077875,1.3926E-06,1.57564E-06,1.68334E-06,0.166667,2.51256E-07,0.923761,1.04518,1.11662
521,0.693746875,1.2001E-06,1.55536E-06,1.54459E-06,0.166667,2.51256E-07,0.796067,1.03172,1.02458
522,0.687023125,1.04078E-06,1.39428E-06,1.45628E-06,0.166667,2.51256E-07,0.690385,0.924876,0.965998
523,0.68393475,1.033E-06,1.32894E-06,1.37786E-06,0.166667,2.51256E-07,0.685224,0.881532,0.913979
524,0.69085725,1.11641E-06,1.3883E-06,1.48063E-06,0.166667,2.51256E-07,0.74055,0.920908,0.982151
525,0.69097375,1.14677E-06,1.3995E-06,1.47745E-06,0.166667,2.51256E-07,0.760694,0.928336,0.980043
526,0.684362375,1.10596E-06,1.28764E-06,1.38575E-06,0.166667,2.51256E-07,0.733618,0.854132,0.919217
527,0.694387625,1.22949E-06,1.50302E-06,1.49887E-06,0.166667,2.51256E-07,0.815563,0.997002,0.994252
528,0.700744625,1.31353E-06,1.63189E-06,1.63258E-06,0.166667,2.51256E-07,0.871309,1.08249,1.08294
529,0.701263375,1.32529E-06,1.70122E-06,1.75875E-06,0.166667,2.51256E-07,0.879108,1.12848,1.16664
530,0.670523875,9.06892E-07,1.16876E-06,1.21959E-06,0.166667,2.51256E-07,0.601572,0.775277,0.808998
531,0.69552425,1.23871E-06,1.71036E-06,1.637E-06,0.166667,2.51256E-07,0.821676,1.13454,1.08587
532,0.6907125,1.09475E-06,1.52146E-06,1.58879E-06,0.166667,2.51256E-07,0.726185,1.00923,1.05389
533,0.68552975,1.00681E-06,1.36495E-06,1.42347E-06,0.166667,2.51256E-07,0.66785,0.905414,0.944233
534,0.687981625,1.05702E-06,1.37357E-06,1.41334E-06,0.166667,2.51256E-07,0.701157,0.911132,0.937515
535,0.685834,1.08678E-06,1.39133E-06,1.37037E-06,0.166667,2.51256E-07,0.720895,0.922912,0.90901
536,0.679464625,1.08268E-06,1.30397E-06,1.28604E-06,0.166667,2.51256E-07,0.718178,0.86497,0.853076
537,0.6892215,1.19334E-06,1.41992E-06,1.40036E-06,0.166667,2.51256E-07,0.791582,0.941878,0.928904
538,0.695635,1.22134E-06,1.52362E-06,1.55909E-06,0.166667,2.51256E-07,0.810158,1.01067,1.0342
539,0.700649,1.29946E-06,1.60481E-06,1.80413E-06,0.166667,2.51256E-07,0.861978,1.06452,1.19674
540,0.69551075,1.2589E-06,1.52784E-06,1.67576E-06,0.166667,2.51256E-07,0.835071,1.01347,1.11159
541,0.67733725,9.73421E-07,1.2203E-06,1.28947E-06,0.166667,2.51256E-07,0.645703,0.809464,0.855348
542,0.68802875,1.12778E-06,1.40291E-06,1.57067E-06,0.166667,2.51256E-07,0.748094,0.930599,1.04188
543,0.68205825,9.76655E-07,1.31465E-06,1.39382E-06,0.166667,2.51256E-07,0.647848,0.872054,0.92457
544,0.682557625,1.00752E-06,1.29457E-06,1.33794E-06,0.166667,2.51256E-07,0.668319,0.858734,0.887501
545,0.682076625,1.0395E-06,1.28304E-06,1.28995E-06,0.166667,2.51256E-07,0.689533,0.851083,0.855664
546,0.676415375,1.08052E-06,1.1947E-06,1.30626E-06,0.166667,2.51256E-07,0.716747,0.792482,0.866485
547,0.681890625,1.09102E-06,1.25139E-06,1.29616E-06,0.166667,2.51256E-07,0.72371,0.830087,0.859788
548,0.687244125,1.12651E-06,1.39434E-06,1.37965E-06,0.166667,2.51256E-07,0.747252,0.924912,0.91517
549,0.690966375,1.22465E-06,1.48513E-06,1.53913E-06,0.166667,2.51256E-07,0.812352,0.985139,1.02096
550,0.68870925,1.17308E-06,1.46477E-06,1.55268E-06,0.166667,2.51256E-07,0.77814,0.971633,1.02994
551,0.684799749999999,1.09033E-06,1.35361E-06,1.45423E-06,0.166667,2.51256E-07,0.723249,0.897897,0.964637
552,0.68082,1.04214E-06,1.2955E-06,1.31426E-06,0.166667,2.51256E-07,0.691283,0.859347,0.871794
553,0.680072,1.01571E-06,1.2705E-06,1.33197E-06,0.166667,2.51256E-07,0.673756,0.842763,0.88354
554,0.675872625,9.94715E-07,1.19682E-06,1.20346E-06,0.166667,2.51256E-07,0.659827,0.79389,0.798297
555,0.683323125,1.18932E-06,1.30087E-06,1.20083E-06,0.166667,2.51256E-07,0.788917,0.862908,0.796548
556,0.69951975,1.54187E-06,1.53814E-06,1.72362E-06,0.166667,2.51256E-07,1.02277,1.0203,1.14333
557,0.670977375,1.02085E-06,1.14735E-06,1.15086E-06,0.166667,2.51256E-07,0.677165,0.761075,0.763407
558,0.675252875,1.01347E-06,1.22522E-06,1.24412E-06,0.166667,2.51256E-07,0.672268,0.812727,0.825268
559,0.68068875,1.0959E-06,1.3178E-06,1.37165E-06,0.166667,2.51256E-07,0.726944,0.87414,0.909858
560,0.676148875,1.01577E-06,1.25507E-06,1.33464E-06,0.166667,2.51256E-07,0.673794,0.83253,0.885309
561,0.668288,9.39721E-07,1.10338E-06,1.19205E-06,0.166667,2.51256E-07,0.623349,0.731912,0.790725
562,0.665802125,9.36752E-07,1.09855E-06,1.17001E-06,0.166667,2.51256E-07,0.621379,0.728703,0.776106
563,0.682853375,1.08239E-06,1.33145E-06,1.37138E-06,0.166667,2.51256E-07,0.717987,0.883193,0.909681
564,0.663227375,9.35031E-07,1.09858E-06,1.09311E-06,0.166667,2.51256E-07,0.620237,0.728725,0.725093
565,0.67580275,1.18168E-06,1.23653E-06,1.20078E-06,0.166667,2.51256E-07,0.783849,0.820229,0.796517
566,0.692123875,1.54112E-06,1.41282E-06,1.84356E-06,0.166667,2.51256E-07,1.02228,0.937173,1.22289
567,0.691343625,1.15076E-06,1.42479E-06,1.48079E-06,0.166667,2.51256E-07,0.763341,0.945109,0.982256
568,0.69886675,1.29919E-06,1.45129E-06,1.4373E-06,0.166667,2.51256E-07,0.861796,0.962691,0.953411
569,0.65214375,8.57754E-07,1.03505E-06,9.81598E-07,0.166667,2.51256E-07,0.568977,0.686585,0.651127
570,0.63341575,7.22965E-07,8.89519E-07,8.33273E-07,0.166667,2.51256E-07,0.479567,0.590048,0.552737
571,0.666468,9.37581E-07,1.10277E-06,1.1401E-06,0.166667,2.51256E-07,0.621929,0.731504,0.756266
572,0.67513575,9.66616E-07,1.19129E-06,1.25313E-06,0.166667,2.51256E-07,0.641189,0.790221,0.831244
573,0.6837775,9.94598E-07,1.29083E-06,1.39325E-06,0.166667,2.51256E-07,0.65975,0.856251,0.92419
574,0.688825375,1.04903E-06,1.30389E-06,1.45851E-06,0.166667,2.51256E-07,0.695857,0.864912,0.967477
575,0.6889775,1.09877E-06,1.36805E-06,1.4433E-06,0.166667,2.51256E-07,0.728852,0.907471,0.957387
576,0.693177875,1.1702E-06,1.40335E-06,1.65086E-06,0.166667,2.51256E-07,0.776234,0.930889,1.09507
577,0.693690375,1.15485E-06,1.39776E-06,1.56037E-06,0.166667,2.51256E-07,0.766048,0.927179,1.03504
578,0.69811525,1.24917E-06,1.45768E-06,1.48207E-06,0.166667,2.51256E-07,0.828617,0.966926,0.983107
579,0.66133075,9.15402E-07,1.11639E-06,1.02689E-06,0.166667,2.51256E-07,0.607217,0.74054,0.681174
580,0.677103375,1.01669E-06,1.25332E-06,1.29057E-06,0.166667,2.51256E-07,0.674407,0.831368,0.856078
581,0.6404775,7.24128E-07,9.20041E-07,8.90523E-07,0.166667,2.51256E-07,0.480338,0.610294,0.590714
582,0.6856945,1.07787E-06,1.34597E-06,1.42965E-06,0.166667,2.51256E-07,0.714986,0.892826,0.948333
583,0.6991945,1.15097E-06,1.5339E-06,1.59755E-06,0.166667,2.51256E-07,0.763477,1.01749,1.05971
584,0.700042,1.16145E-06,1.52465E-06,1.56814E-06,0.166667,2.51256E-07,0.770432,1.01135,1.0402
585,0.69577525,1.15867E-06,1.47017E-06,1.48761E-06,0.166667,2.51256E-07,0.768582,0.97521,0.986779
586,0.69988175,1.24486E-06,1.59269E-06,1.70752E-06,0.166667,2.51256E-07,0.82576,1.05648,1.13266
587,0.697394,1.21518E-06,1.55814E-06,1.56845E-06,0.166667,2.51256E-07,0.80607,1.03356,1.0404
588,0.698060625,1.22391E-06,1.49378E-06,1.50251E-06,0.166667,2.51256E-07,0.811861,0.990876,0.996667
589,0.672496625,1.06165E-06,1.34065E-06,1.10316E-06,0.166667,2.51256E-07,0.704228,0.889295,0.731765
590,0.685715875,1.09525E-06,1.43987E-06,1.31897E-06,0.166667,2.51256E-07,0.726516,0.955115,0.874914
591,0.685581,1.10051E-06,1.34638E-06,1.40349E-06,0.166667,2.51256E-07,0.730008,0.893102,0.930982
592,0.649890875,7.87608E-07,1.02941E-06,9.81112E-07,0.166667,2.51256E-07,0.522447,0.682843,0.650804
593,0.701437375,1.19845E-06,1.54183E-06,1.58115E-06,0.166667,2.51256E-07,0.79497,1.02275,1.04883
594,0.701773125,1.17805E-06,1.51025E-06,1.53279E-06,0.166667,2.51256E-07,0.781439,1.0018,1.01675
595,0.699610125,1.2093E-06,1.46807E-06,1.46146E-06,0.166667,2.51256E-07,0.802167,0.973822,0.969433
596,0.705255124999999,1.28098E-06,1.67244E-06,1.53327E-06,0.166667,2.51256E-07,0.849714,1.10938,1.01707
597,0.703595125,1.27977E-06,1.70898E-06,1.49135E-06,0.166667,2.51256E-07,0.848911,1.13362,0.98926
598,0.705513125,1.28881E-06,1.59247E-06,1.62328E-06,0.166667,2.51256E-07,0.854908,1.05634,1.07677
599,0.677040375,1.05914E-06,1.43644E-06,1.16308E-06,0.166667,2.51256E-07,0.702565,0.952836,0.771513
600,0.684714875,1.03547E-06,1.45115E-06,1.26221E-06,0.166667,2.51256E-07,0.686859,0.962595,0.837268
601,0.688875,1.1024E-06,1.37949E-06,1.42121E-06,0.166667,2.51256E-07,0.73126,0.915059,0.942736
602,0.7002905,1.22376E-06,1.54946E-06,1.56552E-06,0.166667,2.51256E-07,0.81176,1.02781,1.03846
603,0.655756749999999,8.74851E-07,1.10525E-06,1.05721E-06,0.166667,2.51256E-07,0.580318,0.733147,0.70128
604,0.704752,1.22695E-06,1.6102E-06,1.73399E-06,0.166667,2.51256E-07,0.813874,1.0681,1.15021
605,0.706899125,1.26109E-06,1.6159E-06,1.64927E-06,0.166667,2.51256E-07,0.836522,1.07188,1.09401
606,0.71428525,1.38123E-06,1.77943E-06,1.68555E-06,0.166667,2.51256E-07,0.916216,1.18036,1.11808
607,0.711386,1.38248E-06,1.74926E-06,1.64213E-06,0.166667,2.51256E-07,0.917043,1.16034,1.08928
608,0.707584375,1.33377E-06,1.59773E-06,1.66445E-06,0.166667,2.51256E-07,0.884731,1.05983,1.10408
609,0.673794875000001,1.00621E-06,1.25265E-06,1.16556E-06,0.166667,2.51256E-07,0.667455,0.830927,0.773156
610,0.683646625,1.04842E-06,1.3884E-06,1.34072E-06,0.166667,2.51256E-07,0.695449,0.920975,0.889341
611,0.689919,1.15436E-06,1.44543E-06,1.51544E-06,0.166667,2.51256E-07,0.765725,0.958802,1.00524
612,0.694191874999999,1.23485E-06,1.47609E-06,1.55422E-06,0.166667,2.51256E-07,0.819119,0.979141,1.03097
613,0.70081525,1.24842E-06,1.52853E-06,1.78415E-06,0.166667,2.51256E-07,0.828119,1.01392,1.18348
614,0.665163625,9.54023E-07,1.17348E-06,1.13084E-06,0.166667,2.51256E-07,0.632835,0.778412,0.750122
615,0.70683825,1.25774E-06,1.61801E-06,1.70068E-06,0.166667,2.51256E-07,0.834302,1.07328,1.12812
616,0.71248525,1.37356E-06,1.67631E-06,1.65716E-06,0.166667,2.51256E-07,0.911128,1.11196,1.09925
617,0.713197,1.40412E-06,1.73003E-06,1.64043E-06,0.166667,2.51256E-07,0.931403,1.14759,1.08815
618,0.711794,1.41256E-06,1.65312E-06,1.73815E-06,0.166667,2.51256E-07,0.936995,1.09657,1.15297
619,0.674204375,1.01406E-06,1.22741E-06,1.18913E-06,0.166667,2.51256E-07,0.672662,0.814183,0.788787
620,0.68125775,1.06399E-06,1.40723E-06,1.29235E-06,0.166667,2.51256E-07,0.70578,0.933466,0.85726
621,0.688526249999999,1.17189E-06,1.47E-06,1.44756E-06,0.166667,2.51256E-07,0.777357,0.975097,0.960217
622,0.688996125,1.18735E-06,1.46092E-06,1.49175E-06,0.166667,2.51256E-07,0.787611,0.969075,0.989528
623,0.693690750000001,1.18551E-06,1.44137E-06,1.58919E-06,0.166667,2.51256E-07,0.786388,0.956112,1.05416
624,0.70335675,1.2291E-06,1.59485E-06,1.65914E-06,0.166667,2.51256E-07,0.8153,1.05792,1.10056
625,0.661864,9.19536E-07,1.13739E-06,1.09841E-06,0.166667,2.51256E-07,0.609959,0.754469,0.728611
626,0.701943625,1.2703E-06,1.50198E-06,1.51633E-06,0.166667,2.51256E-07,0.842636,0.996316,1.00583
627,0.70530375,1.3569E-06,1.54101E-06,1.47957E-06,0.166667,2.51256E-07,0.90008,1.0222,0.981449
628,0.717812375,1.56409E-06,1.84356E-06,1.78475E-06,0.166667,2.51256E-07,1.03751,1.22289,1.18389
629,0.66781775,9.91216E-07,1.15295E-06,1.11042E-06,0.166667,2.51256E-07,0.657507,0.764788,0.736575
630,0.66883375,9.96248E-07,1.18647E-06,1.13443E-06,0.166667,2.51256E-07,0.660845,0.787022,0.752503
631,0.67372675,1.06247E-06,1.23605E-06,1.21326E-06,0.166667,2.51256E-07,0.704773,0.819913,0.804796
632,0.6767695,1.08536E-06,1.26096E-06,1.26939E-06,0.166667,2.51256E-07,0.719955,0.83644,0.842026
633,0.682372625,1.08315E-06,1.25495E-06,1.35271E-06,0.166667,2.51256E-07,0.71849,0.83245,0.897299
634,0.68544025,1.07327E-06,1.30099E-06,1.37728E-06,0.166667,2.51256E-07,0.711937,0.862989,0.913597
635,0.687459125,1.12898E-06,1.33538E-06,1.40348E-06,0.166667,2.51256E-07,0.74889,0.885802,0.930975
636,0.67097525,1.01983E-06,1.20985E-06,1.25487E-06,0.166667,2.51256E-07,0.676487,0.802536,0.832394
637,0.7024115,1.37697E-06,1.52324E-06,1.57127E-06,0.166667,2.51256E-07,0.913391,1.01042,1.04227
638,0.71772725,1.66194E-06,1.8302E-06,1.89167E-06,0.166667,2.51256E-07,1.10242,1.21403,1.25481
639,0.67294275,1.36514E-06,1.2243E-06,1.06662E-06,0.166667,2.51256E-07,0.905541,0.812122,0.707524
640,0.64614075,8.05189E-07,1.06329E-06,9.5565E-07,0.166667,2.51256E-07,0.534109,0.705316,0.633915
641,0.656638125,8.76893E-07,1.08609E-06,1.04598E-06,0.166667,2.51256E-07,0.581673,0.720441,0.693833
642,0.675198375,1.02221E-06,1.29972E-06,1.22858E-06,0.166667,2.51256E-07,0.678065,0.862148,0.814958
643,0.681847625,1.11181E-06,1.38954E-06,1.36874E-06,0.166667,2.51256E-07,0.737499,0.92173,0.907932
644,0.682931,1.18193E-06,1.34288E-06,1.39939E-06,0.166667,2.51256E-07,0.784016,0.890777,0.928259
645,0.681721,1.16125E-06,1.28974E-06,1.32803E-06,0.166667,2.51256E-07,0.770296,0.855527,0.880927
646,0.685836,1.23198E-06,1.32811E-06,1.39856E-06,0.166667,2.51256E-07,0.817211,0.880983,0.92771
647,0.68059075,1.19605E-06,1.25694E-06,1.29276E-06,0.166667,2.51256E-07,0.793381,0.833772,0.857533
648,0.68741375,1.27956E-06,1.37072E-06,1.3841E-06,0.166667,2.51256E-07,0.848774,0.909242,0.918119
649,0.664275875,1.04373E-06,1.05451E-06,1.12035E-06,0.166667,2.51256E-07,0.692341,0.699492,0.743166
650,0.666209375,9.65215E-07,1.18024E-06,1.17469E-06,0.166667,2.51256E-07,0.640259,0.782893,0.779209
651,0.676258,1.03126E-06,1.30452E-06,1.26846E-06,0.166667,2.51256E-07,0.684068,0.865331,0.841411
652,0.68766325,1.14263E-06,1.34093E-06,1.45276E-06,0.166667,2.51256E-07,0.757946,0.889486,0.963661
653,0.690138625,1.1444E-06,1.36768E-06,1.476E-06,0.166667,2.51256E-07,0.759119,0.90723,0.979079
654,0.697629250000001,1.24353E-06,1.48139E-06,1.65586E-06,0.166667,2.51256E-07,0.824872,0.982653,1.09839
655,0.695359375,1.26412E-06,1.49567E-06,1.58499E-06,0.166667,2.51256E-07,0.838535,0.99213,1.05138
656,0.695409625,1.2664E-06,1.44453E-06,1.53871E-06,0.166667,2.51256E-07,0.840047,0.958207,1.02068
657,0.691123375,1.2268E-06,1.34671E-06,1.39814E-06,0.166667,2.51256E-07,0.813778,0.89332,0.92743
658,0.515045875,1.78198E-07,3.00891E-07,3.15281E-07,0.166667,2.51256E-07,0.118204,0.199591,0.209136
659,0.524988125,1.83097E-07,2.99791E-07,3.25892E-07,0.166667,2.51256E-07,0.121454,0.198861,0.216175
660,0.527168625,2.35879E-07,2.83694E-07,3.62589E-07,0.166667,2.51256E-07,0.156466,0.188184,0.240517
661,0.53704125,2.48135E-07,3.10592E-07,3.80871E-07,0.166667,2.51256E-07,0.164596,0.206026,0.252644
662,0.54390575,2.68253E-07,3.5394E-07,3.90688E-07,0.166667,2.51256E-07,0.177941,0.23478,0.259157
663,0.564694125,3.51589E-07,5.06304E-07,3.73261E-07,0.166667,2.51256E-07,0.233221,0.335848,0.247596
664,0.49099875,1.54231E-07,2.04886E-07,2.44219E-07,0.166667,2.51256E-07,0.102307,0.135907,0.161999
665,0.527470125,2.13561E-07,2.92147E-07,3.57704E-07,0.166667,2.51256E-07,0.141662,0.193791,0.237277
666,0.526551,1.99341E-07,2.89184E-07,3.37086E-07,0.166667,2.51256E-07,0.132229,0.191825,0.2236
667,0.531747375,2.03218E-07,3.00145E-07,3.66458E-07,0.166667,2.51256E-07,0.134801,0.199096,0.243084
668,0.537414875,2.30005E-07,3.26525E-07,3.75867E-07,0.166667,2.51256E-07,0.15257,0.216595,0.249325
669,0.561473,3.04379E-07,3.92042E-07,3.79949E-07,0.166667,2.51256E-07,0.201904,0.260054,0.252033
670,0.61271925,5.63145E-07,6.04809E-07,4.86685E-07,0.166667,2.51256E-07,0.373553,0.40119,0.322835
671,0.618531875,6.59638E-07,5.5997E-07,5.65734E-07,0.166667,2.51256E-07,0.43756,0.371447,0.37527
672,0.488059875,1.27662E-07,2.15956E-07,2.42488E-07,0.166667,2.51256E-07,0.0846826,0.143251,0.16085
673,0.5669465,4.2528E-07,3.75997E-07,3.6038E-07,0.166667,2.51256E-07,0.282102,0.249412,0.239052
674,0.52920975,2.21255E-07,2.99008E-07,3.37093E-07,0.166667,2.51256E-07,0.146766,0.198342,0.223605
675,0.536480375,1.98204E-07,3.04833E-07,3.51458E-07,0.166667,2.51256E-07,0.131475,0.202206,0.233134
676,0.533828625,2.09388E-07,3.01192E-07,3.40925E-07,0.166667,2.51256E-07,0.138894,0.199791,0.226147
677,0.53066075,2.01308E-07,3.18868E-07,3.69192E-07,0.166667,2.51256E-07,0.133534,0.211516,0.244898
678,0.5455415,2.46392E-07,3.28015E-07,3.53803E-07,0.166667,2.51256E-07,0.16344,0.217583,0.234689
679,0.55434,3.24021E-07,3.2681E-07,3.66923E-07,0.166667,2.51256E-07,0.214934,0.216784,0.243392
680,0.55443125,3.16013E-07,3.09653E-07,3.79327E-07,0.166667,2.51256E-07,0.209622,0.205403,0.25162
681,0.498617,1.62693E-07,2.56202E-07,2.58025E-07,0.166667,2.51256E-07,0.107919,0.169947,0.171157
682,0.54148775,2.37062E-07,3.16952E-07,3.25993E-07,0.166667,2.51256E-07,0.157251,0.210245,0.216242
683,0.529175375,2.19961E-07,2.93609E-07,3.474E-07,0.166667,2.51256E-07,0.145907,0.19476,0.230442
684,0.530849,1.99721E-07,3.05869E-07,3.59896E-07,0.166667,2.51256E-07,0.132482,0.202893,0.238731
685,0.524353,1.87255E-07,2.83888E-07,3.27556E-07,0.166667,2.51256E-07,0.124212,0.188312,0.217279
686,0.52831575,2.00065E-07,2.9751E-07,3.18332E-07,0.166667,2.51256E-07,0.13271,0.197348,0.21116
687,0.53295675,2.22583E-07,3.31322E-07,4.11635E-07,0.166667,2.51256E-07,0.147647,0.219777,0.273051
688,0.5259655,1.93211E-07,2.95397E-07,3.12401E-07,0.166667,2.51256E-07,0.128163,0.195947,0.207226
689,0.52880925,2.07421E-07,2.81044E-07,3.15731E-07,0.166667,2.51256E-07,0.137589,0.186426,0.209435
690,0.503381875,1.97177E-07,2.49331E-07,2.76468E-07,0.166667,2.51256E-07,0.130794,0.16539,0.18339
691,0.530247875,2.15771E-07,2.86575E-07,3.21975E-07,0.166667,2.51256E-07,0.143128,0.190095,0.213577
692,0.52906325,2.06033E-07,3.34448E-07,3.73964E-07,0.166667,2.51256E-07,0.136669,0.221851,0.248062
693,0.536104625,2.239E-07,3.86394E-07,4.99737E-07,0.166667,2.51256E-07,0.14852,0.256308,0.331492
